ori,ncic_agency_name,agency_name_edit,agency_type_name,state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
FL0521400,ST PETERSBURG PD,ST PETERSBURG PD,City,FL,2022,257745,440,79,519,114,134,248,554,213,767,2.98
OR0300300,PENDLETON,PENDLETON,City,OR,2022,16780,24,0,24,0,4,4,24,4,28,1.67
MN0650700,,,City,MN,2022,453,1,0,1,0,0,0,1,0,1,2.21
KY1030100,MOREHEAD PD,MOREHEAD PD,City,KY,2022,7030,22,2,24,1,7,8,23,9,32,4.55
TX0200300,CLUTE PD,CLUTE PD,City,TX,2022,10557,18,3,21,7,10,17,25,13,38,3.60
MD0020700,MD GEN SERVICES POLICE ANNAPOLIS,MD GEN SERVICES POLICE ANNAPOLIS,Other State Agency,MD,2022,0,63,59,122,16,53,69,79,112,191,
OK0410600,CARNEY,CARNEY,City,OK,2022,558,2,0,2,0,0,0,2,0,2,3.58
MN0810100,JANESVILLE PD,JANESVILLE PD,City,MN,2022,2457,3,0,3,1,0,1,4,0,4,1.63
RI0010100,BARRINGTON PD,BARRINGTON PD,City,RI,2022,17364,23,1,24,2,4,6,25,5,30,1.73
MS0320000,JEFFERSON CO SO FAYETTE,JEFFERSON CO SO FAYETTE,County,MS,2022,5751,6,0,6,1,8,9,7,8,15,2.61
CT0003500,DARIEN PD,DARIEN PD,City,CT,2022,21549,41,8,49,8,8,16,49,16,65,3.02
NJ0051300,WEST WILDWOOD PD WILDWOOD,WEST WILDWOOD PD WILDWOOD,City,NJ,2022,541,6,0,6,1,0,1,7,0,7,12.94
ME0020200,FORT FAIRFIELD PD,FORT FAIRFIELD PD,City,ME,2022,3267,4,0,4,0,0,0,4,0,4,1.22
MO0400100,TRENTON,TRENTON,City,MO,2022,5581,10,2,12,1,4,5,11,6,17,3.05
CA0541100,COLLEGE OF SEQUOIAS PD VISALIA,COLLEGE OF SEQUOIAS PD VISALIA,University or College,CA,2022,0,6,0,6,0,1,1,6,1,7,
TN0540200,ENGLEWOOD PD,ENGLEWOOD PD,City,TN,2022,1519,5,0,5,0,1,1,5,1,6,3.95
TN0820000,SULLIVAN CO SO BLOUNTVILLE,SULLIVAN CO SO BLOUNTVILLE,County,TN,2022,77295,118,110,228,14,61,75,132,171,303,3.92
KY0780000,MARION CO SO LEBANON,MARION CO SO LEBANON,County,KY,2022,13386,8,1,9,0,3,3,8,4,12,0.90
MO0190000,CASS,CASS,County,MO,2022,28069,80,4,84,13,22,35,93,26,119,4.24
TX1770200,ROSCOE PD,ROSCOE PD,City,TX,2022,1231,2,0,2,0,0,0,2,0,2,1.62
NC0490100,MOORESVILLE PD,MOORESVILLE PD,City,NC,2022,52762,77,11,88,11,13,24,88,24,112,2.12
CO0300600,LAKESIDE,LAKESIDE,City,CO,2022,17,14,0,14,0,2,2,14,2,16,941.18
NV0040100,ELKO PD,ELKO PD,City,NV,2022,20664,36,0,36,2,7,9,38,7,45,2.18
OR0220100,ALBANY,ALBANY,City,OR,2022,57058,51,8,59,7,24,31,58,32,90,1.58
AK0012000,SOLDOTNA PD,SOLDOTNA PD,City,AK,2022,4527,13,0,13,1,3,4,14,3,17,3.76
WY0100100,BUFFALO PD,BUFFALO PD,City,WY,2022,4567,11,1,12,1,7,8,12,8,20,4.38
AL0120000,CHAMBERS CO SO LAFAYETTE,CHAMBERS CO SO LAFAYETTE,County,AL,2022,14762,23,15,38,1,17,18,24,32,56,3.79
MN0181000,,,City,MN,2022,2077,6,0,6,0,0,0,6,0,6,2.89
MO0340000,DOUGLAS,DOUGLAS,County,MO,2022,8941,10,3,13,1,4,5,11,7,18,2.01
TN0450000,JEFFERSON CO SO DANDRIDGE,JEFFERSON CO SO DANDRIDGE,County,TN,2022,40794,43,31,74,4,14,18,47,45,92,2.26
OK0011000,WATTS,WATTS,City,OK,2022,278,3,0,3,0,0,0,3,0,3,10.79
CA0450000,SHASTA CO SO REDDING,SHASTA CO SO REDDING,County,CA,2022,77610,106,11,117,18,44,62,124,55,179,2.31
ME0120100,BATH PD,BATH PD,City,ME,2022,8834,16,1,17,1,4,5,17,5,22,2.49
MS0530000,OKTIBBEHA CO SO STARKVILLE,OKTIBBEHA CO SO STARKVILLE,County,MS,2022,27195,28,1,29,1,2,3,29,3,32,1.18
WI0250200,MINERAL POINT PD,MINERAL POINT PD,City,WI,2022,2566,6,0,6,0,0,0,6,0,6,2.34
NJ0161100,RINGWOOD PD,RINGWOOD PD,City,NJ,2022,11456,18,3,21,1,2,3,19,5,24,2.09
TX1083000,CITY PENITAS POLICE DEPARTMENT,CITY PENITAS POLICE DEPARTMENT,City,TX,2022,6348,12,0,12,3,1,4,15,1,16,2.52
MN0470200,,,City,MN,2022,1023,1,0,1,0,0,0,1,0,1,0.98
KY0470300,VINE GROVE PD,VINE GROVE PD,City,KY,2022,6843,6,0,6,0,0,0,6,0,6,0.88
MA013309E,BOSTON UNIVERSITY,BOSTON UNIVERSITY,University or College,MA,2022,0,39,9,48,8,4,12,47,13,60,
CT0001700,BRISTOL PD,BRISTOL PD,City,CT,2022,60657,102,11,113,10,14,24,112,25,137,2.26
MS0590300,NE MISS JUNIOR COLLEGE CAMPUS PD BOONEVILLE,NE MISS JUNIOR COLLEGE CAMPUS PD BOONEVILLE,University or College,MS,2022,0,5,1,6,1,0,1,6,1,7,
IN0420000,KNOX COUNTY POLICE DEPARTMENT,KNOX COUNTY POLICE DEPARTMENT,County,IN,2022,16251,30,25,55,1,13,14,31,38,69,4.25
NC0960300,FREMONT PD,FREMONT PD,City,NC,2022,1184,2,0,2,1,0,1,3,0,3,2.53
WA0174700,MAPLE VALLEY POLICE DEPARTMENT,MAPLE VALLEY POLICE DEPARTMENT,City,WA,2022,28175,19,1,20,1,5,6,20,6,26,0.92
TX0310300,HARLINGEN PD,HARLINGEN PD,City,TX,2022,72047,126,18,144,12,28,40,138,46,184,2.55
PA0381600,NORTH LONDONDERRY PD PALMYRA,NORTH LONDONDERRY PD PALMYRA,City,PA,2022,8937,9,0,9,0,1,1,9,1,10,1.12
TX1700500,,,Other,TX,2022,0,51,0,51,7,5,12,58,5,63,
UT0020100,BRIGHAM CITY PD,BRIGHAM CITY PD,City,UT,2022,20355,25,0,25,1,5,6,26,5,31,1.52
KY0850100,EDMONTON PD,EDMONTON PD,City,KY,2022,1696,7,0,7,0,0,0,7,0,7,4.13
PA002A600,,,Other State Agency,PA,2022,0,3,0,3,0,0,0,3,0,3,
OH0432200,KIRTLAND,KIRTLAND,City,OH,2022,6899,10,0,10,2,1,3,12,1,13,1.88
WA0310300,EVERETT PD,EVERETT PD,City,WA,2022,110694,166,5,171,24,28,52,190,33,223,2.01
PA0141700,SPR: BLACK MOSHANNON,SPR: BLACK MOSHANNON,Other State Agency,PA,2022,0,0,0,0,2,0,2,2,0,2,
MN0460000,MARTIN CO SO FAIRMONT,MARTIN CO SO FAIRMONT,County,MN,2022,6676,13,7,20,1,14,15,14,21,35,5.24
GA0960400,OGLETHORPE PD,OGLETHORPE PD,City,GA,2022,1006,1,0,1,0,1,1,1,1,2,1.99
TN0620200,MADISONVILLE PD,MADISONVILLE PD,City,TN,2022,5118,20,3,23,1,0,1,21,3,24,4.69
WI0550300,LADYSMITH PD,LADYSMITH PD,City,WI,2022,3112,7,0,7,1,1,2,8,1,9,2.89
PA0021N00,UNIV OF PITTSBURGH CAMPUS PD PITTSBURGH,UNIV OF PITTSBURGH CAMPUS PD PITTSBURGH,University or College,PA,2022,0,54,38,92,15,15,30,69,53,122,
NM0060000,DE BACA CO SO FORT SUMNER,DE BACA CO SO FORT SUMNER,County,NM,2022,1681,5,0,5,0,0,0,5,0,5,2.97
MO0956400,ROCK HILL,ROCK HILL,City,MO,2022,4689,10,0,10,0,1,1,10,1,11,2.35
KS0150000,CLOUD CO SO CONCORDIA,CLOUD CO SO CONCORDIA,County,KS,2022,3877,9,0,9,1,0,1,10,0,10,2.58
KY1140100,BOWLING GREEN PD,BOWLING GREEN PD,City,KY,2022,74427,107,4,111,18,29,47,125,33,158,2.12
OR0100600,SUTHERLIN,SUTHERLIN,City,OR,2022,8662,13,0,13,2,4,6,15,4,19,2.19
ME0160600,BERWICK PD,BERWICK PD,City,ME,2022,8185,12,0,12,0,1,1,12,1,13,1.59
KS1050300,EDWARDSVILLE PD,EDWARDSVILLE PD,City,KS,2022,4574,17,1,18,1,1,2,18,2,20,4.37
MT0210100,HAVRE PD,HAVRE PD,City,MT,2022,9270,17,1,18,0,4,4,17,5,22,2.37
CO0351000,TIMNATH,TIMNATH,City,CO,2022,9063,12,0,12,3,2,5,15,2,17,1.88
MN0490000,MORRISON CO SO LITTLE FALLS,MORRISON CO SO LITTLE FALLS,County,MN,2022,21693,22,12,34,0,22,22,22,34,56,2.58
MT0200000,GRANITE CO SO PHILIPSBURG,GRANITE CO SO PHILIPSBURG,County,MT,2022,3380,6,0,6,0,4,4,6,4,10,2.96
NY0276700,WEBSTER TOWN PD WEBSTER,WEBSTER TOWN PD WEBSTER,City,NY,2022,45230,28,1,29,3,6,9,31,7,38,0.84
OK0430100,MARIETTA,MARIETTA,City,OK,2022,2847,8,2,10,0,0,0,8,2,10,3.51
TX0203000,IOWA COLONY POLICE DEPARTMENT IOWA COLONY,IOWA COLONY POLICE DEPARTMENT IOWA COLONY,City,TX,2022,11056,9,0,9,1,1,2,10,1,11,0.99
WVWSP8500,WV STATE POLICE CRIMINAL INVESTIGATIONS,WV STATE POLICE CRIMINAL INVESTIGATIONS,State Police,WV,2022,0,8,0,8,1,1,2,9,1,10,
WA0330000,STEVENS CO SO COLVILLE,STEVENS CO SO COLVILLE,County,WA,2022,39209,30,14,44,1,19,20,31,33,64,1.63
NY0325000,WHITESTOWN TOWN PD WHITESBORO,WHITESTOWN TOWN PD WHITESBORO,City,NY,2022,8605,6,0,6,1,0,1,7,0,7,0.81
IN0480200,ANDERSON PD,ANDERSON PD,City,IN,2022,54965,96,5,101,7,14,21,103,19,122,2.22
UT0010000,BEAVER CO SO BEAVER,BEAVER CO SO BEAVER,County,UT,2022,7392,20,38,58,3,17,20,23,55,78,10.55
OH0790600,UHRICHSVILLE,UHRICHSVILLE,City,OH,2022,5177,8,0,8,2,0,2,10,0,10,1.93
PA0262000,REDSTONE TWP PD GRINDSTONE,REDSTONE TWP PD GRINDSTONE,City,PA,2022,3858,2,0,2,0,0,0,2,0,2,0.52
IL0820800,FREEBURG PD,FREEBURG PD,City,IL,2022,4494,10,0,10,1,1,2,11,1,12,2.67
OR0301200,UMATILLA TRIBAL,UMATILLA TRIBAL,Tribal,OR,2022,0,13,3,16,0,4,4,13,7,20,
PA0231700,MARPLE TWP PD BROOMALL,MARPLE TWP PD BROOMALL,City,PA,2022,23954,30,0,30,2,2,4,32,2,34,1.42
MA0111200,MEDFIELD PD,MEDFIELD PD,City,MA,2022,13107,11,1,12,2,3,5,13,4,17,1.30
MN0140200,DILWORTH PD,DILWORTH PD,City,MN,2022,4641,8,0,8,0,1,1,8,1,9,1.94
NC0940400,ST PARK RANGER PETTIGREW ST PARK CRESWELL,ST PARK RANGER PETTIGREW ST PARK CRESWELL,Other State Agency,NC,2022,0,2,2,4,1,1,2,3,3,6,
MI2540000,FLUSHING PD,FLUSHING PD,City,MI,2022,8290,10,0,10,0,1,1,10,1,11,1.33
MI4614600,LENAWEE CO SO ADRIAN,LENAWEE CO SO ADRIAN,County,MI,2022,30895,36,35,71,3,25,28,39,60,99,3.20
PA0140000,CENTRE CO SO BELLEFONTE,CENTRE CO SO BELLEFONTE,County,PA,2022,0,20,0,20,3,4,7,23,4,27,
SC0050200,DENMARK PD,DENMARK PD,City,SC,2022,3124,6,0,6,2,1,3,8,1,9,2.88
VA0730100,FARMVILLE PD,FARMVILLE PD,City,VA,2022,7216,24,1,25,2,1,3,26,2,28,3.88
IL0493600,KILDEER PD,KILDEER PD,City,IL,2022,4240,9,0,9,0,1,1,9,1,10,2.36
TX1050000,HAYS CO SO SAN MARCOS,HAYS CO SO SAN MARCOS,County,TX,2022,124944,155,130,285,17,101,118,172,231,403,3.23
IL0840200,SPRINGFIELD PD,SPRINGFIELD PD,City,IL,2022,112549,202,6,208,30,22,52,232,28,260,2.31
NC0511400,WILSONS MILLS POLICE DEPARTMENT,WILSONS MILLS POLICE DEPARTMENT,City,NC,2022,2767,10,0,10,1,0,1,11,0,11,3.98
MO0180200,ELLSINORE,ELLSINORE,City,MO,2022,432,1,0,1,0,0,0,1,0,1,2.31
AZ0110900,KEARNY PD,KEARNY PD,City,AZ,2022,1824,7,0,7,0,5,5,7,5,12,6.58
AR0630200,BRYANT PD,BRYANT PD,City,AR,2022,21407,43,1,44,8,10,18,51,11,62,2.90
WV0490100,BUCKHANNON PD,BUCKHANNON PD,City,WV,2022,5243,11,1,12,1,0,1,12,1,13,2.48
WY0170000,SHERIDAN,SHERIDAN,County,WY,2022,12990,18,20,38,1,15,16,19,35,54,4.16
OH0151900,PERRY TOWNSHIP,PERRY TOWNSHIP,City,OH,2022,4361,4,0,4,0,0,0,4,0,4,0.92
IL0720100,BARTONVILLE PD,BARTONVILLE PD,City,IL,2022,5789,12,4,16,0,1,1,12,5,17,2.94
VA0920100,BLUEFIELD PD,BLUEFIELD PD,City,VA,2022,4957,17,0,17,2,3,5,19,3,22,4.44
WV0180000,JACKSON CO SO RIPLEY,JACKSON CO SO RIPLEY,County,WV,2022,20823,16,7,23,0,1,1,16,8,24,1.15
TN0600100,COLUMBIA PD,COLUMBIA PD,City,TN,2022,44852,71,8,79,5,11,16,76,19,95,2.12
DE0031700,OCEAN VIEW PD,OCEAN VIEW PD,City,DE,2022,2851,12,0,12,1,1,2,13,1,14,4.91
CA0490300,HEALDSBURG PD,HEALDSBURG PD,City,CA,2022,11229,12,3,15,3,8,11,15,11,26,2.32
FL0530000,POLK CO SO,POLK CO SO,County,FL,2022,506651,532,109,641,140,381,521,672,490,1162,2.29
MS0130000,CLAY CO SO WEST POINT,CLAY CO SO WEST POINT,County,MS,2022,8512,12,1,13,0,5,5,12,6,18,2.11
MT0160100,BOZEMAN PD,BOZEMAN PD,City,MT,2022,55997,59,6,65,7,8,15,66,14,80,1.43
AL0570000,RUSSELL CO SO PHENIX CITY,RUSSELL CO SO PHENIX CITY,County,AL,2022,27033,32,29,61,6,44,50,38,73,111,4.11
TX1990000,ROCKWALL CO SO ROCKWALL,ROCKWALL CO SO ROCKWALL,County,TX,2022,16690,53,50,103,1,33,34,54,83,137,8.21
OK070015A,,,Other,OK,2022,0,4,0,4,1,0,1,5,0,5,
GAAPD0000,ATLANTA POLICE DEPARTMENT,ATLANTA POLICE DEPARTMENT,City,GA,2022,495707,1341,108,1449,302,326,628,1643,434,2077,4.19
TX2000300,WINTERS PD,WINTERS PD,City,TX,2022,2363,5,1,6,1,0,1,6,1,7,2.96
MA0095900,FRAMINGHAM ST COLL CAMPUS POLICE FRAMINGHAM,FRAMINGHAM ST COLL CAMPUS POLICE FRAMINGHAM,University or College,MA,2022,0,9,1,10,1,1,2,10,2,12,
WADI05900,LUMMI TRIBAL PD,LUMMI TRIBAL PD,Tribal,WA,2022,0,19,0,19,2,3,5,21,3,24,
TX1160700,CADDO MILLS PD,CADDO MILLS PD,City,TX,2022,3568,8,0,8,2,0,2,10,0,10,2.80
SC0270200,RIDGELAND PD,RIDGELAND PD,City,SC,2022,3680,10,0,10,0,1,1,10,1,11,2.99
OR0090100,BEND,BEND,City,OR,2022,104649,87,11,98,12,23,35,99,34,133,1.27
FL0360000,LEE CO SO FORT MYERS,LEE CO SO FORT MYERS,County,FL,2022,502907,627,415,1042,116,453,569,743,868,1611,3.20
SC0040100,ANDERSON PD,ANDERSON PD,City,SC,2022,29398,77,13,90,10,12,22,87,25,112,3.81
LA0370000,OUACHITA CO SO MONROE,OUACHITA CO SO MONROE,County,LA,2022,91592,257,0,257,118,0,118,375,0,375,4.09
CA0300400,COSTA MESA PD,COSTA MESA PD,City,CA,2022,109785,117,17,134,16,50,66,133,67,200,1.82
IL0822800,SMITHTON PD,SMITHTON PD,City,IL,2022,3969,7,0,7,1,0,1,8,0,8,2.02
OK0090200,YUKON,YUKON,City,OK,2022,25514,47,2,49,3,16,19,50,18,68,2.67
KS0750100,ST MARYS PD,ST MARYS PD,City,KS,2022,2753,5,0,5,1,0,1,6,0,6,2.18
OR008SP00,SP: CURRY COUNTY,SP: CURRY COUNTY,State Police,OR,2022,0,7,0,7,1,1,2,8,1,9,
CA0430700,LOS GATOS PD,LOS GATOS PD,City,CA,2022,31640,30,1,31,6,11,17,36,12,48,1.52
FL0610000,SUWANNEE CO SO LIVE OAK,SUWANNEE CO SO LIVE OAK,County,FL,2022,39031,50,3,53,5,25,30,55,28,83,2.13
NC0510600,PINE LEVEL PD,PINE LEVEL PD,City,NC,2022,2218,3,0,3,0,0,0,3,0,3,1.35
MA0070800,HAMPDEN PD,HAMPDEN PD,City,MA,2022,4948,11,0,11,0,0,0,11,0,11,2.22
NJ0020200,ALPINE PD,ALPINE PD,City,NJ,2022,1743,11,0,11,0,0,0,11,0,11,6.31
TX0450000,COLORADO CO SO COLUMBUS,COLORADO CO SO COLUMBUS,County,TX,2022,11649,17,7,24,4,16,20,21,23,44,3.78
UT0290200,ROY PD,ROY PD,City,UT,2022,39305,39,2,41,0,6,6,39,8,47,1.20
MS0300300,PASCAGOULA PD,PASCAGOULA PD,City,MS,2022,21736,44,1,45,11,22,33,55,23,78,3.59
MT0150100,COLUMBIA FALLS PD,COLUMBIA FALLS PD,City,MT,2022,5734,8,0,8,0,1,1,8,1,9,1.57
AR0540000,PHILLIPS CO SO HELENA,PHILLIPS CO SO HELENA,County,AR,2022,6539,13,0,13,2,3,5,15,3,18,2.75
TX1850300,FARWELL POLICE DEPARTMENT,FARWELL POLICE DEPARTMENT,City,TX,2022,1383,2,0,2,1,0,1,3,0,3,2.17
SC0350200,MC COLL PD,MC COLL PD,City,SC,2022,2051,2,0,2,1,0,1,3,0,3,1.46
PA0350700,CLARKS SUMMIT PD,CLARKS SUMMIT PD,City,PA,2022,6629,5,0,5,0,0,0,5,0,5,0.75
SD0170000,DAVISON CO SO MITCHELL,DAVISON CO SO MITCHELL,County,SD,2022,4372,8,0,8,0,3,3,8,3,11,2.52
TX0190500,TEXARKANA PD,TEXARKANA PD,City,TX,2022,35859,78,5,83,6,6,12,84,11,95,2.65
AZ0040000,GILA CO SO GLOBE,GILA CO SO GLOBE,County,AZ,2022,27603,41,33,74,4,37,41,45,70,115,4.17
MI5115100,MANISTEE CO SO MANISTEE,MANISTEE CO SO MANISTEE,County,MI,2022,19305,15,18,33,2,3,5,17,21,38,1.97
PA0542400,PINE GROVE PD,PINE GROVE PD,City,PA,2022,2064,2,0,2,0,0,0,2,0,2,0.97
AL0280700,RAINSVILLE PD,RAINSVILLE PD,City,AL,2022,5685,13,1,14,1,3,4,14,4,18,3.17
NC0050100,WEST JEFFERSON PD,WEST JEFFERSON PD,City,NC,2022,1237,7,0,7,0,0,0,7,0,7,5.66
DE0030900,BLADES PD,BLADES PD,City,DE,2022,1270,2,0,2,0,0,0,2,0,2,1.57
IN0650100,MOUNT VERNON PD,MOUNT VERNON PD,City,IN,2022,6380,17,0,17,1,1,2,18,1,19,2.98
NC0630100,ABERDEEN PD,ABERDEEN PD,City,NC,2022,9528,18,0,18,7,2,9,25,2,27,2.83
NY0015800,COEYMANS TOWN PD RAVENA,COEYMANS TOWN PD RAVENA,City,NY,2022,7161,1,0,1,1,1,2,2,1,3,0.42
PA0170300,CURWENSVILLE PD,CURWENSVILLE PD,City,PA,2022,2533,3,0,3,0,0,0,3,0,3,1.18
OH0481300,UNIVERSITY OF TOLEDO,UNIVERSITY OF TOLEDO,University or College,OH,2022,0,27,0,27,2,0,2,29,0,29,
DE0011700,DEPT NAT RESOURCES ENVIR CRIMES UNIT,DEPT NAT RESOURCES ENVIR CRIMES UNIT,Other State Agency,DE,2022,0,14,0,14,1,1,2,15,1,16,
MA008289E,AMHERST COLLEGE CAMPUS POLICE,AMHERST COLLEGE CAMPUS POLICE,University or College,MA,2022,0,5,6,11,3,2,5,8,8,16,
NC0460000,HERTFORD CO SO WINTON,HERTFORD CO SO WINTON,County,NC,2022,13269,19,9,28,5,23,28,24,32,56,4.22
TX2141100,,,Other,TX,2022,0,10,0,10,1,1,2,11,1,12,
NJ0071000,LIVINGSTON TWP PD LIVINGSTON,LIVINGSTON TWP PD LIVINGSTON,City,NJ,2022,30844,65,5,70,7,5,12,72,10,82,2.66
RI0040900,PROVIDENCE PD,PROVIDENCE PD,City,RI,2022,189064,374,27,401,50,49,99,424,76,500,2.64
OH0060600,NEW BREMEN,NEW BREMEN,City,OH,2022,2948,8,0,8,0,0,0,8,0,8,2.71
AZ0120100,NOGALES PD,NOGALES PD,City,AZ,2022,19725,39,6,45,5,13,18,44,19,63,3.19
AL0050200,FAIRHOPE PD,FAIRHOPE PD,City,AL,2022,23747,41,7,48,5,14,19,46,21,67,2.82
AR0070000,CALHOUN CO SO HAMPTON,CALHOUN CO SO HAMPTON,County,AR,2022,3575,7,2,9,0,4,4,7,6,13,3.64
TX0700000,ELLIS CO SO WAXAHACHIE,ELLIS CO SO WAXAHACHIE,County,TX,2022,68948,87,77,164,2,51,53,89,128,217,3.15
MI6581600,WEST BRANCH PD,WEST BRANCH PD,City,MI,2022,2315,7,0,7,0,0,0,7,0,7,3.02
AR0120100,HEBER SPRINGS PD,HEBER SPRINGS PD,City,AR,2022,7353,17,1,18,1,1,2,18,2,20,2.72
AZ0020500,DOUGLAS PD,DOUGLAS PD,City,AZ,2022,16529,24,5,29,6,9,15,30,14,44,2.66
TX2203000,KELLER PD,KELLER PD,City,TX,2022,45080,43,13,56,8,24,32,51,37,88,1.95
TX1550000,MCLENNAN CO SO WACO,MCLENNAN CO SO WACO,County,TX,2022,53162,100,210,310,11,155,166,111,365,476,8.95
OH0270900,UNIVERSITY OF RIO GRANDE,UNIVERSITY OF RIO GRANDE,University or College,OH,2022,0,4,0,4,0,1,1,4,1,5,
PA0621200,,,Other State Agency,PA,2022,0,1,0,1,0,0,0,1,0,1,
TN0070300,CARYVILLE PD,CARYVILLE PD,City,TN,2022,2179,4,0,4,0,0,0,4,0,4,1.84
NJ0171300,CARNEYS POINT TOWNSHIP POLICEDEPARTMENT,CARNEYS POINT TOWNSHIP POLICEDEPARTMENT,City,NJ,2022,8763,19,0,19,2,2,4,21,2,23,2.62
MI4114100,KENT CO SO GRAND RAPIDS,KENT CO SO GRAND RAPIDS,County,MI,2022,263758,208,232,440,43,127,170,251,359,610,2.31
OK0670300,WEWOKA,WEWOKA,City,OK,2022,3077,5,0,5,3,0,3,8,0,8,2.60
AL0050400,GULF SHORES PD,GULF SHORES PD,City,AL,2022,16274,51,12,63,1,8,9,52,20,72,4.42
AZ0060100,CLIFTON PD,CLIFTON PD,City,AZ,2022,3774,2,0,2,1,6,7,3,6,9,2.38
NJ0130700,BELMAR PD,BELMAR PD,City,NJ,2022,5868,23,2,25,2,5,7,25,7,32,5.45
KY0810000,MASON CO SO MAYSVILLE,MASON CO SO MAYSVILLE,County,KY,2022,8096,14,0,14,2,3,5,16,3,19,2.35
PA0094800,CO DETECTIVE BU DOYLESTOWN,CO DETECTIVE BU DOYLESTOWN,Other,PA,2022,0,21,0,21,0,6,6,21,6,27,
ID0280000,KOOTENAI CO SO COEUR D'ALENE,KOOTENAI CO SO COEUR D'ALENE,County,ID,2022,68425,88,100,188,6,80,86,94,180,274,4.00
TX0150000,BEXAR CO SO SAN ANTONIO,BEXAR CO SO SAN ANTONIO,County,TX,2022,434590,505,584,1089,87,433,520,592,1017,1609,3.70
MI5290500,ISHPEMING TOWNSHIP PD ISHPEMING,ISHPEMING TOWNSHIP PD ISHPEMING,City,MI,2022,3421,1,0,1,0,0,0,1,0,1,0.29
GA0331200,KENNESAW STATE COLLEGE DPS KENNESAW,KENNESAW STATE COLLEGE DPS KENNESAW,University or College,GA,2022,0,40,14,54,13,19,32,53,33,86,
MI8242300,GIBRALTAR PD,GIBRALTAR PD,City,MI,2022,4899,9,1,10,0,0,0,9,1,10,2.04
OK0410200,PRAGUE,PRAGUE,City,OK,2022,2379,9,2,11,0,3,3,9,5,14,5.88
PA0140500,SPRING TWP PD BELLEFONTE,SPRING TWP PD BELLEFONTE,City,PA,2022,8026,8,0,8,1,1,2,9,1,10,1.25
IL0250200,EFFINGHAM PD,EFFINGHAM PD,City,IL,2022,12188,26,2,28,1,12,13,27,14,41,3.36
SC0350300,CLIO PD,CLIO PD,City,SC,2022,600,1,1,2,0,0,0,1,1,2,3.33
PA0100300,SLIPPERY ROCK PD,SLIPPERY ROCK PD,City,PA,2022,3055,4,0,4,0,0,0,4,0,4,1.31
MA0092500,LITTLETON PD,LITTLETON PD,City,MA,2022,10154,19,5,24,2,4,6,21,9,30,2.95
WA0340900,YELM PD,YELM PD,City,WA,2022,10749,12,4,16,2,2,4,14,6,20,1.86
PA0421500,UNIV OF PITTSBURGH BRADFORD CAMPUS PD BRADFORD,UNIV OF PITTSBURGH BRADFORD CAMPUS PD BRADFORD,University or College,PA,2022,0,4,0,4,1,1,2,5,1,6,
MI3973600,SCHOOLCRAFT PD,SCHOOLCRAFT PD,City,MI,2022,1443,3,0,3,0,0,0,3,0,3,2.08
MA0130100,BOSTON PD,BOSTON PD,City,MA,2022,638925,1791,225,2016,321,445,766,2112,670,2782,4.35
KY0170100,PRINCETON PD,PRINCETON PD,City,KY,2022,6191,17,0,17,0,1,1,17,1,18,2.91
VT0080000,LAMOILLE CO SO,LAMOILLE CO SO,County,VT,2022,15306,11,9,20,0,5,5,11,14,25,1.63
TX2500100,,,City,TX,2022,493,3,0,3,0,0,0,3,0,3,6.09
SC0240000,GREENWOOD CO SO GREENWOOD,GREENWOOD CO SO GREENWOOD,County,SC,2022,43589,69,16,85,5,38,43,74,54,128,2.94
CA0160000,KINGS CO SO HANFORD,KINGS CO SO HANFORD,County,CA,2022,31478,85,91,176,7,111,118,92,202,294,9.34
IN0920000,WHITLEY CO SO COLUMBIA CITY,WHITLEY CO SO COLUMBIA CITY,County,IN,2022,22737,19,19,38,0,19,19,19,38,57,2.51
TX0151100,OLMOS PARK PD SAN ANTONIO,OLMOS PARK PD SAN ANTONIO,City,TX,2022,2151,16,0,16,3,0,3,19,0,19,8.83
MO1130600,ROGERSVILLE,ROGERSVILLE,City,MO,2022,4972,10,0,10,0,0,0,10,0,10,2.01
TN0270300,TRENTON PD,TRENTON PD,City,TN,2022,4243,16,0,16,1,5,6,17,5,22,5.19
IA0710000,OBRIEN CO SO PRIMGHAR,OBRIEN CO SO PRIMGHAR,County,IA,2022,8753,9,9,18,0,11,11,9,20,29,3.31
IL0168600,PALOS HILLS PD,PALOS HILLS PD,City,IL,2022,17790,26,0,26,5,3,8,31,3,34,1.91
ME0060500,OAKLAND PD,OAKLAND PD,City,ME,2022,6300,10,0,10,0,1,1,10,1,11,1.75
WI0330400,,,City,WI,2022,1190,1,0,1,0,0,0,1,0,1,0.84
MO0930000,ST. CLAIR,ST. CLAIR,County,MO,2022,6827,39,9,48,11,9,20,50,18,68,9.96
PA0401200,PLYMOUTH PD,PLYMOUTH PD,City,PA,2022,5747,8,0,8,1,0,1,9,0,9,1.57
TX1810500,WEST ORANGE PD ORANGE,WEST ORANGE PD ORANGE,City,TX,2022,3418,10,0,10,0,2,2,10,2,12,3.51
LA0260300,KENNER PD,KENNER PD,City,LA,2022,64419,119,18,137,20,44,64,139,62,201,3.12
OH0873000,LAKE TOWNSHIP,LAKE TOWNSHIP,City,OH,2022,8202,15,0,15,2,0,2,17,0,17,2.07
