ori,aggravated_assault,arson,burglary,homicide,human_trafficing,larceny,motor_vehicle_theft,property_crime,rape,robbery,violent_crime
NJ0160400,2,0,8,0,0,128,20,156,0,2,4
IN0280600,1,0,0,0,0,1,0,1,0,0,1
KS0930000,2,0,2,0,0,5,0,7,1,0,3
CO0030400,60,6,105,1,1,595,244,944,14,9,84
CA0071000,724,33,252,17,0,1830,1035,3117,24,240,1005
WA0020100,32,4,69,0,0,256,19,344,9,1,42
ID0060200,36,4,95,1,0,159,21,275,5,1,43
TN0710200,11,0,3,0,0,50,7,60,0,0,11
CA0070800,301,10,234,2,10,927,512,1673,41,112,456
ID0210100,5,0,0,0,0,33,2,35,2,1,8
MS0020000,8,1,50,0,0,169,26,245,3,0,11
NMDI07000,2,1,0,0,0,1,0,1,0,0,2
TX1900000,0,0,0,0,0,0,0,0,0,0,0
OH0790400,3,0,6,0,0,13,0,19,1,0,4
MI1601600,3,0,35,0,0,13,1,49,4,0,7
NC0900200,208,12,258,6,0,1024,105,1387,36,27,277
TX1072200,0,0,0,0,0,2,0,2,0,0,0
CO0350200,8,1,10,0,0,36,4,50,0,0,8
MT0270200,2,0,0,0,0,2,0,2,1,0,3
SD0020100,30,0,9,0,0,133,3,145,5,0,35
TX0620000,13,2,25,0,0,38,5,68,2,1,16
TX1610200,18,3,12,0,0,30,1,43,1,1,20
OR0250000,16,1,23,1,0,94,23,140,4,2,23
CA0412300,3,1,1,0,0,90,12,103,1,14,18
KS0400600,2,0,42,0,0,4,0,46,0,0,2
PA0160400,0,0,0,0,0,1,0,1,0,0,0
OK0410300,7,1,21,0,0,42,13,76,2,1,10
LA0150100,47,0,11,0,0,29,1,41,2,1,50
NH0080800,2,0,1,0,0,14,0,15,0,0,2
PA0655600,1,0,0,0,0,1,0,1,0,0,1
ND0530400,0,0,1,0,0,1,0,2,0,0,0
NB0010100,74,8,36,0,1,499,53,588,17,2,93
OH0502300,0,0,4,0,0,14,2,20,0,0,0
CT0015800,4,0,39,0,0,344,61,444,0,0,4
TX1720000,17,1,11,1,0,15,3,29,1,4,23
MI8277000,13,0,12,0,0,38,10,60,0,0,13
MN0470000,7,0,22,0,0,85,7,114,10,1,18
TX0431800,7,0,11,0,0,137,0,148,0,2,9
MT0090000,9,1,4,0,0,15,2,21,3,0,12
TX1210100,27,2,43,1,0,229,12,284,0,8,36
NC0510800,31,1,26,2,0,67,18,111,5,5,43
MN0680000,13,0,10,0,0,23,2,35,2,0,15
AL0011900,53,2,122,5,0,374,53,549,4,8,70
WI0350000,123,1,27,1,0,39,11,77,4,0,128
NBNSP0100,2,0,0,0,0,0,0,0,0,0,2
OH0870100,7,1,25,0,0,377,10,412,8,1,16
NH0023400,9,0,4,0,0,28,2,34,1,0,10
SC007990X,0,0,0,0,0,1,0,1,0,0,0
GA0740100,0,0,0,0,0,13,1,14,0,1,1
WV0320000,0,0,9,0,0,7,0,16,0,0,0
OH0259900,0,0,2,0,0,7,0,9,2,0,2
KY0970000,0,1,5,1,0,9,10,24,1,1,3
PA0650400,59,0,5,1,0,25,0,30,1,4,65
NY0200000,0,0,0,0,0,6,0,6,0,0,0
WVWSP1200,9,0,3,0,0,7,1,11,1,0,10
AL0630800,0,0,3,0,0,4,1,8,0,0,0
NC0900000,112,7,235,2,0,1155,122,1512,31,10,155
WA0130700,3,1,11,1,0,39,15,65,0,0,4
MDMSP0100,9,0,1,0,0,15,7,23,0,0,9
PA0020200,5,0,9,1,0,75,6,90,1,6,13
OH0185400,3,0,1,0,0,8,0,9,0,0,3
OH0780500,1,0,1,0,0,11,3,15,2,0,3
IN0360200,7,3,25,0,0,309,43,377,14,2,23
NC0090300,1,0,7,0,0,23,1,31,1,1,3
AL0210000,2,0,8,0,0,1,0,9,0,0,2
TX1470200,11,0,18,1,0,54,7,79,5,1,18
TX2460300,0,0,1,0,0,3,1,5,1,0,1
MA0092000,4,0,9,0,0,41,2,52,0,0,4
TX1600000,0,0,0,0,0,3,0,3,0,0,0
PA0420500,0,0,8,0,0,102,0,110,0,0,0
MO0610200,1,0,0,0,0,2,1,3,1,0,2
VA0520000,32,5,39,2,0,164,15,218,9,1,44
AR0010200,81,1,63,3,0,226,15,304,7,2,93
ME0050200,4,0,5,0,0,293,5,303,7,2,13
MO0500800,7,3,4,0,0,72,17,93,3,1,11
KY0590500,7,0,11,0,0,48,8,67,4,1,12
SC0370300,11,3,23,0,0,68,4,95,1,1,13
TX1011500,662,11,594,11,1,2858,638,4090,116,126,915
TX1520200,2134,82,2260,25,10,7445,1217,10922,301,349,2809
PA0250700,0,0,0,0,0,11,0,11,0,0,0
NB0480000,3,0,8,0,0,47,1,56,0,0,3
TX1760000,15,1,27,1,0,35,6,68,3,0,19
VA0680000,39,0,19,3,1,135,10,164,13,1,56
KY0565300,0,0,0,0,0,2,0,2,0,0,0
MN0050000,7,0,30,0,0,70,7,107,4,0,11
VA1140000,200,6,214,8,0,1436,305,1955,24,52,284
OR0150000,130,20,235,3,1,736,130,1101,12,16,161
NC0990200,7,0,17,0,0,48,7,72,1,0,8
MO0190700,23,0,31,0,0,296,40,367,3,4,30
NJ0071300,28,0,59,1,0,293,88,440,6,9,44
GA0290100,539,27,424,4,2,2605,345,3374,153,67,763
NJ0031500,6,0,5,1,0,8,2,15,0,0,7
PA0470100,4,0,1,1,0,28,3,32,0,0,5
KS0590100,11,1,11,0,0,37,9,57,2,1,14
AZ0079700,28,4,57,0,0,1032,32,1121,9,7,44
AL0010100,360,8,211,10,0,1382,279,1872,15,75,460
NY0357300,12,1,15,0,0,77,9,101,2,1,15
TN0790500,0,0,4,0,0,29,4,37,0,0,0
ME0060700,4,1,5,0,1,87,4,96,3,1,8
NH0022200,1,0,1,0,0,11,1,13,0,0,1
PA0020300,10,0,4,0,0,122,2,128,0,2,12
AR0720200,342,4,250,4,0,1764,279,2293,120,30,496
NY318SA00,4,0,11,0,0,106,2,119,7,0,11
PA0672700,4,1,4,0,0,46,2,52,1,0,5
AL0030600,0,0,0,0,0,0,0,0,0,0,0
KY0160000,5,0,3,0,0,12,6,21,0,0,5
MO0261700,0,0,0,0,0,2,0,2,0,0,0
PA0392700,1,0,8,1,0,59,2,69,2,1,5
CO0190200,9,0,9,0,0,47,4,60,2,0,11
KY0330200,0,0,2,0,0,1,0,3,0,0,0
MA014689E,2,0,3,0,0,20,0,23,1,0,3
OK0410100,6,0,14,0,0,37,8,59,1,0,7
ID0010000,212,7,104,0,1,414,38,556,61,11,284
IN0420200,8,1,82,0,0,314,42,438,3,1,12
VA1090100,0,0,0,0,0,35,1,36,0,0,0
AZ0098900,195,7,17,1,0,24,1,42,11,1,208
UT0021200,1,1,7,0,2,105,9,121,1,1,3
WI0370300,106,3,59,0,1,409,36,504,40,7,153
FL0521000,16,0,6,0,0,82,2,90,1,2,19
FL0051600,54,1,44,0,0,325,22,391,5,9,68
CA0309600,0,0,0,0,0,8,0,8,0,0,0
IL0491200,7,1,22,0,0,222,6,250,3,1,11
GA0180000,30,5,15,1,0,91,33,139,8,2,41
MI6339400,40,5,43,0,0,302,42,387,5,6,51
TX0810000,14,0,27,0,0,44,10,81,5,0,19
PA054SP00,9,7,25,1,0,172,18,215,10,4,24
WA0172300,63,4,321,3,0,3077,895,4293,12,88,166
KY0568000,3120,96,3150,146,8,10859,3250,17259,185,803,4254
MNDI05000,6,0,14,0,0,27,17,58,3,0,9
AL0370300,0,0,0,0,0,1,0,1,0,0,0
OK0510700,7,0,8,0,0,36,4,48,1,0,8
TX0810300,5,0,9,0,0,4,4,17,0,2,7
MS0590100,16,2,53,0,0,296,32,381,6,1,23
TX0150200,35,3,38,0,0,195,49,282,0,8,43
IN0710800,0,1,0,0,0,13,0,13,0,1,1
TX1083500,4,0,4,0,0,172,1,177,1,1,6
AL0410500,1,0,1,0,0,5,0,6,0,0,1
VTVSP0300,37,2,28,2,0,122,15,165,5,2,46
VA0710200,1,0,0,0,0,10,3,13,0,0,1
NJ0081600,0,0,0,0,0,6,1,7,0,0,0
MA0092400,0,0,3,0,0,14,0,17,1,0,1
TX0613500,1,0,2,0,0,1,0,3,0,0,1
TX2202000,34,1,99,0,2,905,73,1077,17,10,61
NY0222300,0,0,0,0,0,2,0,2,0,0,0
KY0580000,6,1,5,1,0,11,11,27,0,0,7
NH0031800,10,3,26,1,0,452,20,498,18,11,40
NH0081800,0,0,0,0,0,4,0,4,0,0,0
TN0870300,2,0,4,0,0,12,0,16,0,0,2
NC0290100,75,3,116,3,0,438,61,615,5,12,95
OK0210100,0,0,2,0,0,10,0,12,0,0,0
TXDPD0000,7226,186,6787,157,42,28878,13372,49037,492,2134,10009
KY0380100,4,0,23,0,0,88,3,114,0,0,4
WI0610300,0,0,0,0,0,3,1,4,0,0,0
CA0150900,42,2,44,0,0,190,58,292,6,13,61
CA0193500,241,4,237,0,0,1181,428,1846,19,109,369
MI8234300,218,11,149,2,0,1470,440,2059,29,53,302
IL0101500,0,0,0,0,0,9,0,9,0,0,0
VT0041200,0,0,3,0,0,3,0,6,1,0,1
MA0095000,14,1,8,0,0,44,6,58,3,0,17
OH0253800,27,7,7,1,0,260,7,274,5,2,35
TX0151400,30,3,73,0,0,398,56,527,18,14,62
PA0091100,6,0,0,0,0,43,1,44,1,0,7
WV0460700,0,1,0,0,0,0,0,0,0,0,0
AL0021400,17,1,11,1,0,60,3,74,4,1,23
KY0566700,6,0,22,0,0,237,35,294,1,6,13
AL0660100,2,0,3,0,0,4,3,10,0,0,2
FL0370700,1,0,6,0,0,21,2,29,4,0,5
TX1551800,2,0,7,0,0,71,1,79,0,0,2
TX0180800,2,0,4,0,0,5,0,9,0,0,2
MA0030100,5,0,7,0,0,20,6,33,5,0,10
NJ0150300,0,1,0,0,0,112,0,112,0,0,0
KS0110000,40,3,39,0,0,83,26,148,6,0,46
GA0081100,0,0,0,0,0,5,0,5,0,0,0
KY1160100,6,3,23,0,0,37,11,71,0,3,9
ME0100700,1,0,7,0,0,30,2,39,0,0,1
MT0380000,1,0,0,0,0,0,0,0,0,0,1
WI0720500,4,0,5,0,0,16,0,21,0,0,4
MN0520000,0,0,13,0,0,28,2,43,1,0,1
WVWSP1300,0,1,3,0,0,14,3,20,7,0,7
MA0111900,17,0,22,0,0,71,5,98,1,0,18
ME0040300,1,0,4,0,0,23,5,32,0,1,2
TX2401100,6,1,0,0,0,3,0,3,0,0,6
NJ0042700,61,11,186,1,0,948,148,1282,3,41,106
NY0180100,46,6,44,0,0,334,10,388,10,8,64
CA0300900,319,30,650,3,0,2474,583,3707,56,148,526
MT0250100,192,10,93,1,0,899,96,1088,54,9,256
GA1120100,1,0,9,0,0,62,1,72,0,1,2
PA0650600,15,1,8,1,0,71,3,82,1,1,18
VA1170000,1178,9,546,63,0,8962,1864,11372,98,301,1640
AK0010500,12,0,2,0,0,35,7,44,5,0,17
NVDI05700,10,1,4,0,0,3,8,15,1,0,11
NH0022800,0,0,2,0,0,5,0,7,0,0,0
TX1130100,15,0,31,0,0,153,21,205,6,7,28
NB0790400,1,0,4,0,0,3,2,9,0,0,1
TX1820000,17,3,28,0,0,63,23,114,8,0,25
AR0590000,8,2,20,1,0,42,5,67,3,0,12
TX2470000,35,1,55,1,0,258,36,349,19,1,56
OH0260200,5,0,1,0,0,16,0,17,0,1,6
CA0490200,25,0,17,0,0,57,17,91,1,2,28
NJ0026100,3,0,12,0,0,56,28,96,0,1,4
AL0170200,3,0,3,0,0,7,0,10,0,0,3
OK0260900,0,0,1,0,0,3,2,6,0,0,0
TX0150800,3,0,3,0,0,55,11,69,0,0,3
SC0210200,108,2,52,2,0,150,21,223,7,6,123
NY0330100,910,24,1171,17,0,2636,623,4430,80,287,1294
CO0020200,7,0,2,0,0,37,0,39,1,0,8
IA0510100,21,1,43,0,0,83,8,134,4,2,27
MI0700700,18,2,2,0,0,15,2,19,4,0,22
OH0520100,36,0,8,1,0,157,17,182,1,0,38
NY0542500,1,0,2,0,0,19,1,22,0,0,1
NJ0135000,2,0,2,0,0,4,2,8,0,0,2
TX0680400,0,0,2,0,0,11,0,13,1,0,1
NJ0152100,2,0,9,0,0,20,1,30,0,0,2
TN0090200,2,0,1,0,0,16,4,21,0,0,2
GA1240300,0,0,2,0,0,7,1,10,0,0,0
OK0421200,2,0,5,0,0,22,1,28,2,1,5
NC0101100,0,0,2,0,0,14,11,27,0,0,0
RI0051000,6,2,1,0,0,43,2,46,5,0,11
IN0290700,56,1,39,1,0,671,62,772,16,7,80
OH0480100,17,1,20,0,0,332,29,381,3,7,27
CT0009400,15,2,67,0,0,642,50,759,6,20,41
SD0390100,4,0,5,0,0,33,2,40,4,0,8
TX2205000,3,0,0,0,0,62,5,67,0,1,4
CA0011100,53,3,144,0,0,1108,98,1350,13,18,84
CT0009700,2,1,13,0,0,98,9,120,3,2,7
MT0490000,17,1,4,0,0,13,2,19,6,0,23
TX0410000,0,0,129,0,0,20,5,154,1,0,1
KY0590200,5,1,7,0,0,79,22,108,4,1,10
AR0720900,5,0,28,0,0,30,15,73,6,0,11
GA1410000,71,2,91,2,0,373,64,528,27,3,103
OH0572400,4,0,26,0,0,387,26,439,5,4,13
ID0030100,32,1,40,1,0,348,17,405,4,4,41
MO0740200,16,4,43,0,0,146,13,202,11,0,27
IL0520300,12,4,12,0,0,76,2,90,5,1,18
MI0923900,145,5,59,0,0,288,37,384,29,5,179
TX0611200,20,0,63,0,0,513,31,607,12,5,37
MI3013000,37,4,37,0,0,152,15,204,30,0,67
NJ0033500,0,0,0,0,0,10,1,11,0,0,0
KS0480100,2,0,2,0,0,9,0,11,1,1,4
KS0510000,5,0,3,0,0,7,0,10,0,0,5
PA0154900,0,0,0,0,0,8,0,8,1,0,1
PA0280400,0,0,1,0,0,7,0,8,0,0,0
MI7377800,2,1,7,0,0,19,3,29,6,0,8
NY0010200,35,1,25,0,0,214,25,264,7,6,48
MO1130400,0,0,1,0,0,6,0,7,0,0,0
VA070SP00,1,0,0,1,0,1,0,1,0,0,2
TX1084100,1,0,2,0,0,55,1,58,2,0,3
MO0410100,8,0,20,0,0,55,11,86,1,0,9
MN0640700,0,0,0,0,0,3,1,4,0,0,0
MS0260400,0,0,0,0,0,2,0,2,0,0,0
WA0060400,29,7,40,0,0,211,53,304,10,8,47
CA0270600,79,6,84,1,0,537,52,673,12,19,111
TX0430900,23,0,15,0,0,152,19,186,7,3,33
MI7617600,27,1,28,1,0,61,24,113,6,0,34
AR0140100,45,2,140,3,0,217,24,381,6,6,60
PA0650100,0,0,2,0,0,32,2,36,0,1,1
IN0490200,70,8,108,2,1,679,192,979,26,63,161
CA0500100,178,9,126,0,0,761,179,1066,21,56,255
MA0050900,0,0,0,0,0,2,0,2,0,0,0
OH0772900,5,0,12,0,0,63,2,77,2,1,8
IL0860000,3,0,2,0,0,5,1,8,0,0,3
WI0120100,4,0,9,0,0,65,3,77,6,0,10
NY0294300,1,0,12,0,0,13,12,37,0,1,2
AL0320000,8,1,5,1,0,13,13,31,1,0,10
TX0280200,11,0,8,0,0,51,9,68,3,2,16
KS0540200,3,0,0,0,0,1,0,1,0,0,3
VA080SP00,3,0,1,0,0,3,0,4,1,0,4
NC0510700,0,0,0,0,0,1,0,1,0,0,0
MS0780100,3,0,2,1,0,20,4,26,1,0,5
MO0440000,9,0,5,0,0,17,1,23,1,0,10
TX1130000,8,0,28,0,0,59,11,98,5,0,13
KS1010000,9,0,4,0,0,11,2,17,2,0,11
OH0181300,1,0,2,0,0,32,6,40,1,0,2
GA1120000,30,0,19,0,0,98,19,136,8,2,40
UT0290500,13,0,42,0,0,109,20,171,4,2,19
NC0010000,145,5,114,1,0,418,76,608,16,2,164
TX2370100,17,0,7,1,0,39,8,54,2,4,24
MI7655800,4,0,2,0,0,10,1,13,1,0,5
WV0250100,56,5,54,1,0,179,18,251,9,5,71
OK0570100,0,0,3,0,0,11,0,14,1,0,1
OH0620200,7,0,18,0,0,61,4,83,4,0,11
MA0122500,55,0,35,1,0,189,19,243,12,8,76
MA0120200,25,0,10,0,1,44,5,59,5,2,32
IL0168700,0,0,4,0,0,17,0,21,0,0,0
VA0020300,65,3,101,3,0,1592,107,1800,37,15,120
KS0462600,3,0,0,0,0,0,0,0,0,0,3
OKDI05100,0,0,5,0,0,23,6,34,0,2,2
GA1550200,0,0,0,0,0,2,2,4,0,0,0
NJ0150400,9,0,17,0,0,79,6,102,0,1,10
MI6375100,272,2,240,2,2,1247,501,1988,40,65,379
MI2044000,5,1,4,0,0,25,1,30,3,0,8
CA0539975,2,0,0,0,0,39,32,71,0,0,2
NH0085600,2,1,6,0,0,48,6,60,1,1,4
MN0570100,5,2,20,0,0,163,7,190,0,0,5
CA0197600,130,4,176,2,0,879,313,1368,17,64,213
CA0360800,93,7,292,1,0,1713,260,2265,31,81,206
MI631870X,5,0,0,0,0,12,2,14,3,0,8
WI0310100,3,1,4,0,0,10,1,15,2,0,5
IN0710300,5,0,27,0,0,15,3,45,0,0,5
CA0380500,25,2,7,1,0,117,0,124,0,65,91
NH0012200,3,0,4,0,0,154,9,167,1,1,5
NV0100000,118,10,102,4,1,311,78,491,22,15,159
FL050580X,6,1,6,0,0,55,12,73,2,2,10
CA0190K00,5,0,0,0,0,15,0,15,0,0,5
MO0490700,165,36,495,8,0,2323,354,3172,45,35,253
FL0550000,104,3,77,0,0,469,6,552,10,4,118
OK0190000,22,3,78,1,0,138,76,292,6,0,29
GA0750400,21,0,31,1,0,373,25,429,1,8,31
NB0220000,11,0,9,0,0,53,11,73,2,1,14
MO0590100,7,1,27,0,0,63,11,101,2,0,9
MO1010900,3,0,5,0,0,18,2,25,2,0,5
MN0340000,25,0,15,0,2,116,18,149,11,0,36
VT0010100,2,0,0,0,0,4,0,4,0,0,2
TX0150400,2,0,2,0,0,8,5,15,0,1,3
TX0841900,1,0,0,0,0,5,0,5,1,0,2
KS0461300,2,0,14,0,0,60,20,94,1,0,3
CA0280000,38,2,84,0,0,143,7,234,11,7,56
NJ0050300,0,0,2,0,0,0,0,2,0,0,0
GA1100100,25,0,14,1,0,113,13,140,5,1,32
PA0029000,2,0,1,0,0,22,4,27,0,1,3
CA0540800,26,3,8,0,0,36,9,53,0,0,26
OK0150000,4,0,2,0,0,5,1,8,0,0,4
PA0025700,0,0,1,0,0,8,0,9,0,0,0
DE0031400,0,0,2,0,0,11,0,13,0,0,0
TX2050400,13,0,10,1,0,90,4,104,8,1,23
TN0330000,199,4,150,2,2,589,110,849,35,7,243
PA0465400,1,0,5,0,0,21,1,27,1,0,2
CO0010200,124,12,95,3,0,833,281,1209,38,5,170
IN0220200,0,0,0,0,0,1,0,1,0,0,0
OR012SP00,1,0,1,0,0,2,2,5,0,0,1
WI0450900,42,1,83,0,2,902,35,1020,28,2,72
KS0330000,1,0,1,0,0,1,0,2,0,0,1
OH0184900,9,0,14,0,0,168,13,195,2,4,15
TX2290700,1,0,0,0,0,0,0,0,0,0,1
VA0300100,0,0,0,0,0,0,0,0,0,0,0
TX1400300,8,0,18,0,0,61,8,87,1,0,9
MO0990000,3,3,12,0,0,43,5,60,3,0,6
IL0820600,5,1,7,0,0,43,13,63,2,2,9
KY0540200,1,0,8,0,0,11,3,22,0,1,2
WI0410500,11,0,23,0,0,436,28,487,3,2,16
TX0310300,167,11,260,3,1,1646,128,2034,11,52,233
VA0540100,4,0,0,0,0,32,1,33,1,0,5
PA0211300,6,0,0,0,0,42,2,44,0,0,6
WA0370400,12,5,40,3,0,373,29,442,5,8,28
PA0231100,6,0,2,0,0,55,3,60,0,2,8
TX0290100,1,0,0,0,0,0,0,0,0,0,1
IL0841500,4,0,15,0,0,37,1,53,1,1,6
IA0810100,8,0,6,0,0,11,0,17,5,0,13
NY0299800,0,0,4,0,0,16,7,27,0,1,1
WI0371300,25,1,28,0,1,106,20,154,14,2,41
MN0780200,4,0,5,0,0,7,2,14,0,0,4
CO0380000,24,0,34,0,0,40,10,84,4,0,28
MA005389E,2,0,11,0,0,16,0,27,1,0,3
IL0690100,21,7,67,0,0,283,32,382,11,10,42
FL0440100,96,0,56,1,0,482,63,601,20,8,125
IA0170000,4,1,10,0,0,16,12,38,2,0,6
PA0351900,7,0,3,0,0,33,1,37,0,0,7
ID0030200,209,3,173,0,0,524,84,781,24,5,238
MN0760000,1,0,1,0,0,1,0,2,0,0,1
MN0310000,39,4,19,1,0,74,18,111,9,1,50
NBNSP4700,0,0,0,0,0,0,0,0,0,0,0
IN0150200,6,0,1,0,0,15,0,16,3,0,9
TX0431700,4,0,4,0,0,55,5,64,1,0,5
OH0071800,0,1,1,0,0,1,0,2,0,0,0
CA0349700,2,0,11,0,0,73,3,87,3,0,5
NJ0121400,212,3,152,4,2,959,100,1211,47,217,480
TX1190000,3,0,4,0,0,10,3,17,1,0,4
TX0080000,18,1,32,1,0,60,16,108,4,0,23
WA0300000,6,0,20,0,0,48,8,76,0,2,8
OK0090300,0,0,1,0,0,2,1,4,0,0,0
PA0060300,13,3,18,0,0,84,6,108,0,2,15
OH0410400,3,0,0,1,0,7,0,7,3,0,7
FL0590000,229,2,225,7,0,1436,132,1793,57,42,335
MS0710100,5,1,7,0,0,53,9,69,3,0,8
AR0720700,2,0,1,0,0,10,1,12,0,0,2
NB0220100,15,0,18,0,0,313,40,371,8,2,25
WI0683300,4,0,0,0,0,9,1,10,0,0,4
WI0230400,0,0,0,0,0,2,1,3,0,0,0
MO0481900,0,0,0,0,0,20,4,24,0,0,0
TX0575500,2,0,3,0,0,13,2,18,0,1,3
WI0700500,2,0,1,0,0,18,2,21,0,0,2
NBNSP2100,1,0,0,0,0,0,0,0,0,0,1
SC0040100,154,15,242,2,0,1353,133,1728,11,14,181
IL0991100,8,0,34,1,0,246,31,311,25,3,37
NY0015300,60,6,168,2,0,2363,101,2632,1,44,107
NJ0070100,50,0,39,0,0,524,137,700,5,11,66
TX2140100,2,1,1,0,0,4,3,8,0,2,4
TX1082600,4,0,0,0,0,43,1,44,0,0,4
MO0190200,64,1,41,0,0,488,65,594,24,9,97
CA0193700,75,2,87,1,0,232,113,432,5,35,116
CO0640100,66,3,208,3,0,1395,390,1993,31,12,112
OH0750100,31,5,115,0,0,331,20,466,23,7,61
TX0570800,113,3,119,4,0,772,239,1130,19,32,168
VA1130000,77,2,61,9,0,349,49,459,10,30,126
CA0191400,99,13,244,6,0,894,496,1634,8,70,183
NC0860400,2,0,3,0,0,17,0,20,1,0,3
IN0220100,120,2,145,3,0,859,149,1153,10,18,151
MN0600100,19,1,21,0,0,83,10,114,12,2,33
NM0320000,203,4,307,0,0,315,146,768,14,7,224
VA0150000,8,3,21,0,0,117,26,164,5,1,14
TX0930000,44,3,95,0,0,70,22,187,17,1,62
TX0611500,88,2,57,0,0,1146,75,1278,36,8,132
NY321SD00,21,1,39,0,0,113,15,167,33,0,54
MO0540700,0,0,0,0,0,1,0,1,1,0,1
TX0312800,0,0,0,0,0,0,0,0,0,0,0
NJ0011500,0,0,0,0,0,2,1,3,0,0,0
MI1437200,12,0,9,1,0,44,8,61,9,1,23
WI0450200,7,0,51,1,0,101,8,160,5,1,14
NJ0021300,5,1,18,0,0,140,24,182,2,1,8
KY0250400,1,0,1,0,0,3,0,4,0,0,1
OK0101700,4,1,13,0,0,20,4,37,0,1,5
NY0480000,3,1,6,0,0,27,1,34,2,1,6
NC0730100,87,0,54,5,0,287,16,357,7,5,104
TX1390200,151,5,159,2,0,433,58,650,27,9,189
PA0543700,1,0,0,0,0,2,0,2,0,0,1
OHCLP0000,3723,124,3004,145,3,8728,3972,15704,453,1549,5870
NM0100000,0,0,1,0,0,4,1,6,0,0,0
ND0310100,4,0,1,0,0,4,0,5,1,0,5
NYDI02200,1,0,1,0,0,5,1,7,1,0,2
AL0080200,2,0,7,0,0,17,5,29,1,0,3
WI0290200,9,0,2,0,0,80,2,84,1,1,11
MN0140100,0,0,1,0,0,2,1,4,0,0,0
CA0192100,46,3,67,0,0,233,71,371,5,16,67
NH0087400,2,0,9,1,0,45,6,60,3,0,6
TX2520100,9,0,6,0,0,84,11,101,4,1,14
SD0440000,0,0,3,0,0,13,1,17,0,0,0
MI4504500,0,0,2,0,0,4,0,6,4,0,4
KY0840000,2,1,6,0,0,14,2,22,0,0,2
NH00927TZ,1,0,3,0,0,46,0,49,2,0,3
CA0540500,212,5,178,6,1,782,347,1307,27,60,305
ND0430000,0,0,0,0,0,1,0,1,0,0,0
TN0390000,40,0,62,0,0,89,20,171,11,0,51
NJ0142800,4,0,8,0,0,20,1,29,0,0,4
CA0302000,64,4,122,0,0,428,53,603,6,10,80
DE0031700,1,0,6,0,0,12,0,18,0,0,1
TN0030000,32,2,41,2,0,73,24,138,6,1,41
NC0620500,1,0,4,1,0,7,2,13,0,0,2
ND0160000,0,0,1,1,0,2,0,3,0,0,1
AL0630700,1,0,0,0,0,4,0,4,0,0,1
VT0080100,5,2,2,0,0,86,0,88,2,0,7
WI0420100,1,0,0,0,0,6,0,6,0,0,1
TN0010600,0,0,0,0,0,0,0,0,0,0,0
OK0110000,33,12,121,3,0,167,83,371,12,1,49
IN0240100,1,0,1,0,0,1,0,2,0,0,1
NH0022000,1,0,1,1,0,9,0,10,0,0,2
AK0011100,4,0,1,0,0,5,0,6,0,0,4
IN0140100,3,0,13,0,0,84,7,104,3,1,7
IL0167300,18,0,78,0,0,605,35,718,6,7,31
IDISP0000,45,2,2,5,7,4,0,6,6,1,57
OH0340000,3,0,15,0,0,37,3,55,3,0,6
MIDI05400,8,0,0,0,0,10,1,11,3,0,11
KY0400100,4,0,18,2,0,47,13,78,1,0,7
KY0420700,0,0,0,0,0,0,0,0,0,0,0
SD0290000,1,0,0,0,0,0,0,0,0,0,1
MI0622500,0,0,0,0,0,1,0,1,0,0,0
TX0152300,1,1,3,0,0,2,6,11,1,0,2
ND0070500,0,0,0,0,0,3,0,3,0,0,0
TX0912100,0,0,0,0,0,0,0,0,1,0,1
NC0360600,511,22,474,8,0,2411,342,3227,27,99,645
MA0140700,5,0,3,0,0,22,0,25,0,0,5
SC0020600,2,0,19,2,0,34,6,59,0,2,6
MO1100300,23,0,18,0,1,195,26,239,3,0,26
AZ0130700,162,6,127,1,2,474,35,636,21,8,192
ND0270000,14,1,5,0,0,61,21,87,2,0,16
NY0355000,2,0,0,0,0,17,0,17,0,0,2
AR0160000,56,3,88,1,0,146,33,267,16,2,75
WI0180500,0,1,1,0,0,56,0,57,2,0,2
MA0030300,3,0,0,0,0,7,4,11,1,0,4
NJ0073100,1,0,0,0,0,0,0,0,0,0,1
WA0140900,3,0,27,0,0,79,7,113,2,1,6
NC0921500,4,0,1,0,0,104,52,157,0,2,6
TX2300000,47,4,63,0,0,84,15,162,14,2,63
IA0570600,10,0,8,0,0,20,1,29,6,0,16
MO0240500,12,0,6,0,0,126,15,147,7,0,19
IN0050000,0,0,0,0,0,1,0,1,0,0,0
NC0360400,8,1,20,0,0,81,14,115,2,3,13
WA0171600,0,0,6,0,0,19,2,27,0,0,0
WY0110400,99,1,0,4,6,5,5,10,9,0,112
AR0400200,17,0,9,1,0,39,7,55,6,3,27
NH0070800,1,0,0,0,0,44,2,46,0,0,1
NJ0031000,7,1,7,0,0,190,19,216,3,2,12
LA0080400,1,1,2,0,0,10,5,17,0,3,4
CO0620200,475,30,375,8,1,2079,1001,3455,59,94,636
IL0820000,89,2,75,0,0,203,52,330,8,9,106
MI5951700,2,0,1,0,0,19,1,21,2,0,4
OH0310800,11,1,25,0,0,315,28,368,8,6,25
GA1550000,284,6,135,1,0,616,97,848,45,4,334
PA0190400,2,0,1,0,0,8,0,9,2,0,4
MD0150000,6,0,14,1,0,38,3,55,3,5,15
OH0760700,2,1,15,0,0,100,5,120,1,1,4
ME0050100,3,0,2,0,0,33,2,37,0,0,3
TX0750000,7,0,29,0,0,60,12,101,9,1,17
